BXX;BOXMAN ALPHA LTD;Nelson;New Zealand
BYD;GREAT WORLDWIDE LOGISTICS CO. LTD;Mississauga;Canada
BYM;PRIVATE LIMITED COMPANY OU RODELINDA;TALLINN;Estonia
BYR;BYRNE EQUIPMENT RENTAL LLC;Dubai;United Arab Emirates
BYS;BAYSHORE SYSTEMS, INC.;Rathdrum;United States
BYT;BELTAMOZHSERVICE RUE;Minsk district;Belarus
BZC;EMB GASTECHNIK GMBH & CO. KG;Apen;Germany
BZT;BOX2TRADE B.V;ROTTERDAM;Netherlands
CAA;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CAB;CHAKIAT AGENCIES PVT LTD;CHENNAI;India
CAD;MAERSK A/S;Copenhagen;Denmark
CAE;CARU CONTAINERS BV;ROTTERDAM;Netherlands
CAF;CISAF SRL;BERGAMO;Italy
CAG;CARU GOLDGIE CONTAINERS CO., LTD.;KOWLOON;Hong Kong, China
CAI;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CAJ;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CAK;CAMELLIA LINE CO LTD;FUKUOKA CITY;Japan
CAM;MGC PURE CHEMICALS AMERICA;MESA,ARIZONA 85212;United States
CAN;CHIMICA SARDA SRL;Sassari;Italy
CAP;CAPE CONTAINER LINE (UK) LTD;LONDON;United Kingdom
CAR;CARU CONTAINERS BV;ROTTERDAM;Netherlands
CAS;HAPAG LLOYD A.G;HAMBURG;Germany
CAT;CARU CONTAINERS BV;ROTTERDAM;Netherlands
CAU;CAMPAS CONTAINERS;Viby J;Denmark
CAV;AELER TECHNOLOGIES SA;Lausanne;Switzerland
CAW;CONWAY CONTAINERS LIMITED;Hong Kong;Hong Kong, China
CAX;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CAY;SHANGHAI CINTHANG INDUSTRIAL LIMITED;Shanghai;China
CAZ;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CBC;EMTEE CONTAINERS LIMITED;Wallasey, Merseyside;United Kingdom
CBD;CARBACID (CO2) LIMITED;Nairobi;Kenya
CBH;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
CBK;BELARUSKALI JSC;SOLIGORSK, MINSK REGION;Belarus
CBL;CBOX CONTAINERS EQUIPMENT BV;Amsterdam;Netherlands
CBM;CONTAINER BEST LTD;Saint Petersburg;Russian Federation
CBN;CUBNER SAS;Trélissac;France
CBO;N.V. COBO CONSTRUCTION;PARAMARIBO;Suriname
CBP;CBSL TRANSPORTATION SERVICES INC;CHICAGO, IL-60638;United States
CBR;CANBERRA CONTAINERS;KAMBAH;Australia
CBT;CONT-ASPHALT LTD.;LA CROIX (LUTRY);Switzerland
CBX;CBOX CONTAINERS EQUIPMENT BV;Amsterdam;Netherlands
CCA;CAPSA CONTAINER;MEYZIEU;France
CCC;CONRAIL CONTAINER GMBH;Hamburg;Germany
CCD;CONRO CONTAINER GMBH;SEEVETAL;Germany
CCE;JUNTAI CONTAINER COMPANY LIMITED;Hong Kong;Hong Kong, China
CCF;CROCODILE CONTAINERS PTY LTD;Archerfield;Australia
CCG;CATU CONTAINERS SA;CAROUGE-GENEVE;Switzerland
CCH;YARA TERTRE S.A;TERTRE;Belgium
CCK;CENTRAL CONTAINER LTD;Martonvásár;Hungary
CCL;COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD;Kwai Chung, New Territories;Hong Kong, China
CCM;MERCITALIA RAIL;Rome;Italy
CCN;CHANG CHUN PETROCHEMICAL CO., LTD.;Taipei;Taiwan, China
CCO;A-GAS AMERICAS (REFRIGERANTS & CARBON OFFSETS);RHOME, TX-76078;United States
CCP;YOU FIRST EXPRESS DBA CONTAINER CHASSIS AND PARTS;Los Angeles;United States
CCQ;COMMODITY CONNECT PTE LTD;Bukit Batok;Singapore
CCR;EUROTAINER SA;Levallois-Perret;France
CCS;SERVIAL CC;HELSINGE;Denmark
CCU;M/S HIKARU SHIPPING LINE DMCC;DUBAI;United Arab Emirates
CCX;HOYER SPECIAL LOGISTICS FRANCE;NEUILLY SUR SEINE CEDEX;France
CCY;CHIMI ART (CYPRUS) LTD;Nicosia;Cyprus
CDC;CEDROB CARGO SP. Z O.O.;Warszawa;Poland
CDD;CONTAINER PROVIDERS DMCC;DUBAI;United Arab Emirates
CDE;CJ DARCL LOGISTICS LIMITED;Navi Mumbai;India
CDK;CONTAINERLAND DANMARK;HVIDOVRE;Denmark
CDL;PT CENDANAWATI LOGISTIK INDONESIA;Jakarta Pusat;Indonesia
CDM;CONTAINER DEPOT MUNCHEN GMBH;UNTERFOEHRING;Germany
CDN;COMPAGNIE DES ILES DU NORD;SAINT BARTHELEMY;France
CDS;CSI GENERAL PARTNESHIP;Montreal, H1Z 4M6;Canada
CDX;CEREAL DOCKS SPA;Camisano Vicentino;Italy
CDY;CHENGDU YUCHENG LOGISTICS CO.,LTD;chengdu;China
CEA;ORANO NPS;VALOGNES;France
CEB;JUPITER WAGONS LTD.;Indore;India
CEC;HOYER SPECIAL LOGISTICS FRANCE;NEUILLY SUR SEINE CEDEX;France
CEF;SOLAR ENERGY FACTORY CO LTD;MAIZURU, KYOTO;Japan
CEI;CONTENEURS EXPERTS INC;VAUDREUIL-DORION;Canada
CEM;CHEMION LOGISTIK GMBH;LEVERKUSEN;Germany
CEN;CUADROS ELECTRICOS NAZARENOS, S.L.;Dos Hermanas, Sevilla;Spain
CEO;TEXTAINER EQUIPMENT MANAGEMENT LIMITED;SAN FRANCISCO, CA 94108;United States
CEP;C.E.P S.R.L;CALATAFIMI SEGESTA (TP);Italy
CER;RIVERSIDE RESOURCE RECOVERY LTD;DAI7 6JY;United Kingdom
CES;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CET;CAREL S.A.;PIRAEUS;Greece
CEU;CHINA EASTERN CONTAINERS LIMITED;HONG KONG;Hong Kong, China
CEX;CHEMICAL EXPRESS SRL;NAPOLI   NA;Italy
CFB;CHEMISCHE FABRIK KARL BUCHER GMBH;Waldstetten;Germany
CFC;DEPARTMENT OF NATIONAL DEFENCE (DND);OTTAWA, ONTARIO  K1A OK2;Canada
CFH;SHANDONG CONGLIN FRUEHAUF AUTOMOBILE CO.,LTD;Longkou;China
CFI;CFI INTERMODAL SRL;roma;Italy
CFL;CRYOFLEET PTE LTD;Singapore;Singapore
CFM;STATE ENTERPRISE RAILWAYS OF MOLDOVA;MUN. CHIȘINĂU;Moldova, Republic of
CFR;CF&S RUSSIA LTD;MOSCOW;Russian Federation
CGA;CUSTOMISED GAS AUSTRALIA GROUP PTY LTD;MULGRAVE NSW;Australia
CGB;COREGAS PTY LTD;YENNORA;Australia
CGC;C.A.B. COOPERATIVA AUTOTRASPORTATORI SOC.COOP;PERUGIA;Italy
CGI;CONGLOBAL INDUSTRIES;SAN RAMON , CA 94583;United States
CGK;CGK INTERNATIONAL LIMITED;HONG KONG;Hong Kong, China
CGL;TRONOX FRANCE SAS;THANN;France
CGM;CMA-CGM;MARSEILLE CEDEX 02;France
CGP;CG CHEMIKALIEN GMBH & CO. KG;Laatzen;Germany
CGQ;COMPASS NATURAL GAS;Harrisburg;United States
CGR;CARGOR BIZKAIA S.L.;ZIERBENA;Spain
CGS;SAPIO PRODUZIONE IDROGENO OSSIGENO SRL;MONZA (MB);Italy
CGV;CRYOGAS-VYSOTSK LLC;Saint-Petersburg;Russian Federation
CGX;CARGOBOX LLC;Moscow;Russian Federation
CGZ;CAN TİCARET SANAYİ VE TIBBİ GAZLAR - HALUK ERŞAHİNOĞLU;SEYHAN ADANA;Turkey
CHD;CHEMINOVA  A/S;Harboöre;Denmark
CHE;LLC CHEMRESURS;Yaroslavl;Russian Federation
CHF;"OJSC ""EFREMOV SYNTHETIC RUBBER ENT.""";Efremov;Russian Federation
CHH;CLH CONTAINER LOGISTIC HAMBURG GMBH & CO KG;HAMBURG;Germany
CHI;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
CHL;MARGUISA SHIPPING LINES;MADRID;Spain
CHM;ALBEMARLE GERMANY GMBH;LANGELSHEIM;Germany
CHQ;CHEMBRO QUIMICA LTDA;VITORIA-ES;Brazil
CHR;CHEMOURS COMPANY FC LLC;WILMINGTON, DE-19801;United States
CHS;CHS CONTAINER HANDEL GMBH;BREMEN;Germany
CHT;COHERENT BOX INDUSTRY CO., LTD;Hong-Kong;Hong Kong, China
CHV;CHV CONTAINERHANDELS UND VERMIETUNGSGES MBH;WIEN;Austria
CHW;CHUNG HWA CHEMICAL INDUSTRIAL WORKS, LTD.;Taoyuan;Taiwan, China
CHX;CHEMCO AS;STRUSSHAMN;Norway
CIA;GEODIS RT ITALIA SRL;CORMANO;Italy
CIB;CONT-ASPHALT LTD.;LA CROIX (LUTRY);Switzerland
CIC;CIMC CONTAINERS HOLDING COMPANY LTD;GUANGDONG;China
CID;I.C.T.C. NV;Antwerpen;Belgium
CIE;CEMINLOG;Sète;France
CIG;EDF;MONTEVRAIN;France
CIL;CARGOSTORE WORLDWIDE TRADING LIMITED;LONDON SW19 7QD;United Kingdom
CIN;CCIS FRANCE;MARSEILLE;France
CIO;CENTRO INTERNAZIONALE STUDI CONTAINERS (C.I.S.CO.);GENOA;Italy
CIP;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CIS;CON.S.AR. SOC. COOP. CONS.;RAVENNA RA;Italy
CIT;CIMC SAFEWAY TECHNOLOGIES CO., LTD.;JIANGSU;China
CJH;SUZHOU JINHONG GAS CO., LTD.;Suzhou;China
CJT;L&T C.V.;'s-Hertogenbosch;Netherlands
CJY;CHONGQING TRANSPORTATION HOLDING (GROUP) CO,LTD;CHONGQING;China
CKC;SOLSINO LTD;HONG KONG;Hong Kong, China
CKE;CELERITY TANK LOGISTICS (CHINA) LTD;HONG KONG;Hong Kong, China
CKF;LIANYUNGANG C-K FERRY CO LTD;LIANYUNGANG CITY;China
CKH;CLEANCOR ENERGY SOLUTIONS LLC;New York;United States
CKL;CEEKAY SHIPPING AND MARINE SERVICES LTD;MUMBAI;India
CKS;CK LINE CO LTD;SEOUL;Korea, Republic of
CKT;COOL WORLD NEDERLAND BV;WAALWIJK;Netherlands
CKX;CAKEBOXX TECHNOLOGIES,LLC;MCLEAN, VA 22101;United States
CLA;CLASQUIN SA;Lyon;France
CLC;CARU PRAHA S.R.O;Mochov;Czech Republic
CLD;CLDN CARGO NV;ZEEBRUGGE;Belgium
CLE;CLEAN HARBORS ENVIRONMENTAL SERVICES, INC;Norwell, MA 02061;United States
CLG;GASCO GLP S.A;Santiago;Chile
CLH;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
CLI;CLBT S.R.L;BENTIVOGLIO - BO;Italy
CLK;CALT(CITY AIRPORT, LOGIS&TRAVEL);Seoul, 159-6, Samseoung-dong;Korea, Republic of
CLL;CASSILON LIMITED;Colchester- Essex C07 6RB;United Kingdom
CLM;CHEMLOG MANAGEMENT CO.,LTD.;Bangkok;Thailand
CLO;SEACO SRL;BRIDGETOWN;Barbados
CLP;CARGOSOL LOGISTICS PVT.LTD.;Mumbai;India
CLR;C.L.T. SOC. COOP. A R.L.;Ravenna;Italy
CLS;CARAVEL LOGISTICS PRIVATE LIMITED;CHENNAI;India
CLT;SOGECO INTERNATIONAL SA;PARADISO - LUGANO;Switzerland
CLV;CLEVELAND CONTAINERS;STOCKTON ON TEES;United Kingdom
CLW;CONLOG OY;YLIKIIMINKI;Finland
CLX;AMPLE HARVEST CONTAINER FUND SPC;GRAND CAYMAN;Cayman Islands
CMA;CMA-CGM;MARSEILLE CEDEX 02;France
CMC;CROWLEY LINER SERVICES INC;JACKSONVILLE, FL 32225;United States
CME;SPARTANK SP. Z.O.O;WROCLAW;Poland
CMG;CEMENGAL SA;MADRID;Spain
CMH;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CMN;CMA-CGM;MARSEILLE CEDEX 02;France
CMO;CJSC “CHEMGASSERVICE”;MOSCOW;Russian Federation
CMT;IJ-CONTAINER APS;GENTOFTE;Denmark
CMU;HAPAG LLOYD A.G;HAMBURG;Germany
CMY;CRYOTECH LOGISTICS SDN BHD;SHAH ALAM, SELANGOR;Malaysia
CMZ;CORNELDER DE MOZAMBIQUE S.A;PO BOX 236 - BEIRA;Mozambique
CNA;TECHNIC-FRANCE;SAINT-DENIS LA PLAINE;France
CNC;CMA-CGM;MARSEILLE CEDEX 02;France
CNE;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
CNF;CONTINEST TECHNOLOGIES PLC;Szentendre;Hungary
CNI;MAERSK A/S;Copenhagen;Denmark
CNS;SPINNAKER LEASING CORPORATION;San Francisco, CA 94111-2602;United States
CNT;CONTAINERS OF UKRAINE;Odessa;Ukraine
CNX;IFREMER;PLOUZANE;France
CNZ;A1 CONTAINERS NZ LIMITED;Tauranga, Bay of Plenty;New Zealand
COB;SONANGOL PESQUISA & PRODUCAO SA;LUANDA;Angola
COC;SAMSKIP MCL BV;ROTTERDAM;Netherlands
COD;CROSSOVER ASSET MANAGEMENT (SINGAPORE) PTE LTD;Singapore;Singapore
COG;ORANO NPS;VALOGNES;France
COI;RICH GLORY (HONG KONG) LIMITED;SHANGHAI;China
COL;COLAS AFRIQUE COTE D'IVOIRE;ABIDJAN;Cote d'Ivoire
COM;COMMONWEALTH STEEL COMPANY PTY LTD;WARATAH;Australia
CON;CONTAINER OF AMERICA LLC;FT.LAUDERDALE, FL 33308;United States
COO;CO-OPERATOR CONTAINER TRANSPORT & LOGISTIC GMBH;BREMEN;Germany
COP;MAXX SERVICES LIMITED;LIMASSOL;Cyprus
COQ;CONCISA;MADRID;Spain
COR;CARU CONTAINERS BV;ROTTERDAM;Netherlands
COY;CONTAINENTAL LTD;RICHMOND SURREY;United Kingdom
COZ;MAERSK A/S;Copenhagen;Denmark
CPA;COMBIPASS SAS;AVIGNON CEDEX 09;France
CPB;CANONS PARK EQUIPMENT CO LTD;TST;Hong Kong, China
CPC;SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.;SHENZHEN CITY;China
CPD;IES DOWNSTREAM LLC;KAPOLEI, HI 96707-1807;United States
CPF;CONSERVA SPA;BITONTO;Italy
CPH;CHR HANSEN A/S;HOERSHOLM;Denmark
CPI;CONTAINER PROVIDERS DMCC;DUBAI;United Arab Emirates
CPK;CANADIAN PACIFIC RAILWAY COMPANY;MISSISSAUGA, ONT L5C 4R3;Canada
CPL;CONTAINERPLUS BV;RUCPHEN;Netherlands
CPO;CARGO-PARTNER GMBH;FISCHAMEND;Austria
CPP;CANADIAN PACIFIC RAILWAY COMPANY;MISSISSAUGA, ONT L5C 4R3;Canada
CPS;HAPAG LLOYD A.G;HAMBURG;Germany
CPT;TK SRT;Krasnoyarsk;Russian Federation
CPW;CONTAINER PROVIDERS DMCC;DUBAI;United Arab Emirates
CRA;CARBOX CO-DOS DE COSTA RICA;ALAJUELA;Costa Rica
CRB;CHINA RAILWAY TIELONG CONTAINER LOGISTIC CO LTD DALIAN LOGISTIC BRANCH;DALIAN;China
CRF;C.R. TECHNOLOGY SYSTEMS S.P.A.;Roma;Italy
CRG;CARGOTAINER GMBH;MANNHEIM;Germany
CRH;CROS CONSTRUCT SRL;Bucharest;Romania
CRJ;CHINA RAILWAY INTERNATIONAL MULTIMODAL TRANSPORT CO.LTD;BEIJING;China
CRK;CURT RICHTER SE;KOELN;Germany
CRL;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
CRM;ACE ENGINEERING CO LTD;SEOUL;Korea, Republic of
CRN;PT INDONESIA RUIPI NICKEL AND CHROME ALLOY;JAKARTA;Indonesia
CRO;CRYOS CO., LTD.;Busan;Korea, Republic of
CRP;CIMAR RENTING SA;VILA DO CONDE;Portugal
CRR;CRIMSON SHIPPING CO. INC.;CHICKASAW, AL-36611;United States
CRS;SEACO SRL;BRIDGETOWN;Barbados
CRT;SEACO SRL;BRIDGETOWN;Barbados
CRU;CR CONTAINER TRADING GMBH;Hamburg;Germany
CRV;CORVETTE SHIPPING LLC;DUBAI;United Arab Emirates
CRW;SHANGHAI CARE-WAY INTERNATIONAL LOGISTICS CO., LTD.;Shanghai;China
CRX;SEACO SRL;BRIDGETOWN;Barbados
CRY;CRYOTAINER BV;SCHIEDAM;Netherlands
CSA;CORPORATIVO DE SERVICIOS AMBIENTALES S.A DE C.V;VILLAHERMOSA, TABASCO;Mexico
CSC;CONTAINER SOLUTIONS CO LLC;DUBAI;United Arab Emirates
CSD;CONTAINER SOLUTIONS CO LLC;DUBAI;United Arab Emirates
CSF;CMA-CGM;MARSEILLE CEDEX 02;France
CSH;CONTAINER SALES (UK) LTD;SUNDERLAND, SR4 6SJ;United Kingdom
CSI;CSI GROUP LLC;QUINCY MA-02169;United States
CSK;SHOUKANG MEDICAL SCIENCE AND TECHNOLOGY (SHANDONG) CO., LTD.;JINAN;China
CSL;COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD;Kwai Chung, New Territories;Hong Kong, China
CSM;CRYO-LEASE, LLC;Ball Ground;United States
CSN;COSCO SHIPPING LINES CO LTD;Shanghai;China
CSO;CMA-CGM;MARSEILLE CEDEX 02;France
CSP;CONTAINERSPOT A/S;Egaa;Denmark
CSQ;HAPAG LLOYD A.G;HAMBURG;Germany
CSR;CRYO SERVICE SRL;SOMAGLIA (LO);Italy
CSS;CONTAINER SALES (UK) LTD;SUNDERLAND, SR4 6SJ;United Kingdom
CST;CONTAINER-SERVICE FRIEDRICH TIEMANN GMBH;BREMERHAVEN;Germany
CSU;CONTAINER SPEDITIONS UND TRANSPORT GMBH;HAMBURG;Germany
CSV;HAPAG LLOYD A.G;HAMBURG;Germany
CSY;CORDELIA CONTAINER SHIPPING LINE LIMITED;Limassol;Cyprus
CSZ;CONTAINER STORAGE;Reno, NV 89521;United States
CTA;COOLTAINER NEW ZEALAND LIMITED;CHRISTCHURCH;New Zealand
CTB;CONTAINER TRADER LTD.;VARNA;Bulgaria
CTC;TERMCOTANK SA;GENEVE;Switzerland
CTD;CONTRADE SHIPPING & TRANSPORT S.A.;PIRAEUS;Greece
CTE;SHENZHEN CIMC INTELLIGENT TECHNOLOGY CO., LTD.;shen zhen;China
CTF;CON.A.P. SCRL;FIORENZUOLA D'ARDA PC;Italy
CTG;C-TANK GLOBAL PTE.LTD;Singapore;Singapore
CTH;CHEMICAL TRANSFER CO. INC.;STOCKTON, CA 95206;United States
CTI;CHLORITECH INDUSTRIES;Vadodara;India
CTJ;CHEMICALS TRANSPORT CO.,LTD;Ichikawa;Japan
CTK;CONTANK S.A.;CASTELLBISBAL (BARCELONA);Spain
CTL;CTL-ICS B.V.;Zuid-Beijerland;Netherlands
CTM;CETEM CONTAINERS N.V.;ANTWERP;Belgium
CTN;CONTARGO GMBH & CO. KG;Mannheim;Germany
CTO;CENTAURI TRANSPORT, LLC;Miami;United States
CTP;PT PELAYARAN CARAKA TIRTA PERKASA;JAKARTA;Indonesia
CTQ;CTR INTERNATIONAL INC.;Louiseville;Canada
CTR;H.ESSERS TRANSPORT COMPANY NEDERLAND BV;BERGEN OP;Netherlands
CTS;CYCLIFE FRANCE SA;CODOLET;France
CTT;CANTAS KIMYA SANAYI TICARET A.S.;ISTANBUL;Turkey
CTU;CZECH TECHNICAL UNIVERSITY IN PRAGUE;Bustehrad;Czech Republic
CTW;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
CTX;CONTAINEX CONTAINER -HANDELSGESELLSCHAFT MBH;WIENER NEUDORF;Austria
CUB;CARU CONTAINERS BV;ROTTERDAM;Netherlands
CUC;SEACO SRL;BRIDGETOWN;Barbados
CUL;CHINA UNITED LINES LTD;SHANGHAI;China
CUN;COMBIUNITS AS;EIDSVAGNESET;Norway
CVC;CLEVELAND CONTAINERS;STOCKTON ON TEES;United Kingdom
CVN;CARAVAN LOGISTICS INC.;Oakville;Canada
CVR;CVR 2020 SRL;NAPOLI;Italy
CVT;CIMC VEHICLE(THAILAND)CO.,LTD;Rayong;Thailand
CVV;CV SUKSES MAJU BERSAMA;CIKARANG, BEKASI;Indonesia
CWC;CARGOAGROCOM LLC;Moscow;Russian Federation
CWF;SITC COWIN SUPPLY CHAIN LIMITED;Causeway Bay;Hong Kong, China
CWL;CONTAINERWORLD (PTY) LTD;DURBAN;South Africa
CWS;GCATAINER BV;MOERDIJK;Netherlands
CWT;CARGOSTORE WORLDWIDE TRADING LIMITED;LONDON SW19 7QD;United Kingdom
CWW;CONTAINER WORLD-WIDE, INC;Rowland Heights;United States
CWX;CONEXWEST;San Francisco;United States
CXC;MATSON NAVIGATION COMPANY, INC;OAKLAND, CA 94610;United States
CXD;SEACO SRL;BRIDGETOWN;Barbados
CXE;"""CET"" CO., LTD.";Jingjiang;China
CXH;CEX (HKG) LIMITED;CAUSEWAY BAY, HONG KONG;Hong Kong, China
CXI;TITAN CONTAINERS A/S;TAASTRUP;Denmark
CXL;CANGZHOU SUNHEAT CHEMICALS CO LTD;CANGZHOU CITY, HEBEI PROVINCE;China
CXN;CONTAINER CORPORATION OF INDIA LTD.;NEW DELHI;India
CXP;ORANO CYCLE;PIERRELATTE CEDEX;France
CXR;SEACO SRL;BRIDGETOWN;Barbados
CXS;SEACO SRL;BRIDGETOWN;Barbados
CXT;SEACO SRL;BRIDGETOWN;Barbados
CXW;CONEXWEST;San Francisco;United States
CXX;CARGILL BV;Schiphol;Netherlands
CYA;CYANCO INTERNATIONAL,LLC;RENO, NV 89523;United States
CYC;TRANSPLANNER SP ZOO;BANINO;Poland
CYD;SIL;ROUSSET;France
CYL;CRYOLOR;ENNERY;France
CYS;CRYOGENIC INDUSTRIAL SERVICES PTY LTD;Seaford;Australia
CYT;CRYOTANKS LTD;Donaghadee;United Kingdom
CYZ;CRRC YANGTZE CO., LTD.;Wuhan;China
CZL;CMA-CGM;MARSEILLE CEDEX 02;France
CZP;CONZEPT CONTAINER MODULBAU & HANDEL GMBH;SALZBURG;Austria
CZT;NEW CENTRANS INTERNATIONAL MARINE SHIPPING CO., LIMITED;;Hong Kong, China
CZZ;CAI INTERNATIONAL;SAN FRANCISCO, CA 94105;United States
DAA;DANISH MINISTRY OF DEFENCE ACQUISITION AND LOGISTICS ORGANISATION;BALLERUP;Denmark
DAC;DANCONTAINER A/S;Nordhavn;Denmark
DAD;TANKTRAILER NEDERLAND;NUMANSDORP;Netherlands
DAH;DAHNAY LOGISTICS PRIVATE LIMITED;Chennai;India
DAI;DAIKIN INDUSTRIES, LTD;Osaka;Japan
DAM;CARU CONTAINERS BV;ROTTERDAM;Netherlands
DAN;DONATI SPEDITION S.R.L.;FAENZA;Italy
DAW;VITERRA UK LTD;THAME;United Kingdom
DAX;NAVIERA DIRECT AFRICA LINE S.A;MADRID;Spain
DAY;HAPAG LLOYD A.G;HAMBURG;Germany
DBC;DRY BOX INC;CHEHALIS, WA-98532;United States
DBJ;DENBA JAPAN CO., LTD.;Tokyo;Japan
DBL;DIAMOND BLUE SHIPPING SOLUTIONS PVT LTD;Bhiwadi, Rajasthan;India
DBO;DE BOER CONTAINER TRADING B.V.;SUSTEREN;Netherlands
DBS;ASTUTE MINDS GENERAL TRADING FZE;JEBEL ALI;United Arab Emirates
DBV;DBV BAUMASCHINEN & BAUGERAETEVERTRIEBS GMBH;DEGGENDORF;Germany
DBX;DB CARGO AG;MAINZ;Germany
DBZ;ISTALKO ALKOL TRANSIT TICARET LIMITED SIRKETI;KABATAS-BEYOGLU, ISTANBUL;Turkey
DCA;CACI;RAMBOUILLET CEDEX;France
DCC;LAKE SUPERIOR WAREHOUSING;Duluth;United States
DCE;M/S DCM CONTAINERS & ENGINEERING PVT LTD;Faridabad;India
DCH;DMITRIEVSKY CHEMICAL PLANT - PRODUCTION;Kineshma, Ivanovo region;Russian Federation
DCI;DANA CONTAINER INC.;AVENEL, NJ 07001;United States
DCL;DEUCON CHEMIELOGISTIK GMBH;Hanstedt;Germany
DCM;MINISTERE DES ARMEES - SIMMT;Versailles cedex;France
DCN;EDF DCN;ST DENIS CEDEX;France
DCO;DOW SILICONES UK LIMITED;BARRY CF63 2YL;United Kingdom
DCS;DANISH CONTAINER SUPPLY;NOERRESUNDBY;Denmark
DCT;BERTSCHI AG;DUERRENAESCH;Switzerland
DCV;DONGGUAN CIMC VEHICLE CO., LTD.;Dongguan;China
DCX;NOURYON PPC AB;BOHUS;Sweden
DDC;DAL DEUTSCHE AFRIKA-LINIEN GMBH & CO;HAMBURG;Germany
DDD;WNG CONTAINER SERVICE CO LIMITED;Shanghai;China
DDE;DE DECKER - VAN RIET BVBA;LONDERZEEL-MALDEREN;Belgium
DDM;DDM GROUP;Vladivostok;Russian Federation
DDS;D.A.V.N. INVESTMENT LIMITED;Majuro;Marshall Island
DEA;JSC ECOMET-S;ST PETERSBURG;Russian Federation
DEB;NASACO INTERNATIONAL LIMITED;COSSONAY-VILLE;Switzerland
DEC;DECCAN FINE CHEMICALS INDIA PRIVATE LIMITED;HYDERABAD;India
DEK;FORVARD TRANS SERVICE LTD;SAINT PETERSBURG;Russian Federation
DEL;AMARAL INDUSTRIES COMMON LAW;OAKLAND;United States
DEN;HARDING CONTAINERS INTERNATIONAL INC.;LONG BEACH, CA 90810;United States
DEO;AMAR TRANSPORT INC;Kleinburg;Canada
DES;DESPRED;SOFIA;Bulgaria
DEX;DELEXPRESS;Saint-Petersburg;Russian Federation
DFD;DSV ROAD HOLDING A/S;HEDEHUSENE;Denmark
DFI;VENTURA TRADING LTD;HAMILTON, HM;Bermuda
DFJ;MS LOGISTICS LTD.;Sandbach;United Kingdom
DFL;RLS “DFI TERMINAL”;MOSCOW;Russian Federation
DFO;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
DFS;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
DFV;DESAI FRUITS VENTURE PRIVATE LTD;Navsari;India
DFW;DFW UNIVERSAL DEPOT;BURLESON, TX-76097;United States
DGB;NEP UK LTD;Bracknell;United Kingdom
DGF;DANMAR LINES LTD;BASEL;Switzerland
DGG;DAWSONGROUP GLOBAL;Milton Keynes;United Kingdom
DGI;ISOCHEM LOGISTICS LLC;Houston, TX 77078;United States
DGZ;DAĞGAZ;Alemdar Vergi Dairesi;Turkey
DHB;DEN HARTOGH DRY BULK LOGISTICS LTD;Hull, HU3 4AE;United Kingdom
DHC;D H CARGA S A;CAGUA;Venezuela, Bolivarian Republic of
DHD;DEN HARTOGH GLOBAL BV;ROTTERDAM;Netherlands
DHG;DEN HARTOGH GAS LOGISTICS;ROTTERDAM;Netherlands
DHI;DEN HARTOGH LIQUID LOGISTICS BV;ROTTERDAM;Netherlands
DHR;DEN HARTOGH LIQUID LOGISTICS BV;ROTTERDAM;Netherlands
DHZ;DHL GLOBAL FORWARDING (ITALY) S.P.A;POZZUOLO MARTESANA (MI);Italy
DIB;DESERT ISLE INC.;Kapolei;United States
DID;BERTSCHI AG;DUERRENAESCH;Switzerland
DIG;DIG AIRGAS CO, Ltd.;GYEONGGI-DO;Korea, Republic of
DIN;DINLANKA LOGISTICS (PVT) LTD;Colombo 03;Sri Lanka
DJC;DJ CONTAINERS BVBA SARL;ANTWERPEN;Belgium
DJD;DALIAN DJD INTERNATIONAL LOGISTICS CO., LTD.;Dalian;China
DJI;DJIBOUTI SHIPPING COMPANY FZE;;Djibouti
DJL;DONGJIN SHIPPING CO,LTD;SEOUL;Korea, Republic of
DKC;GENERAL CONTAINER SERVICES;KYIV;Ukraine
DKL;ROYAL NETHERLANDS AIR FORCE;Utrecht;Netherlands
DKO;DAELIM CO., LTD;SEOUL;Korea, Republic of
