DLA;DENTOON BV;Hellevoetsluis, ZH;Netherlands
DLF;D'ALFONSO AUTOTRASPORTI SRL;CROTONE KR;Italy
DLG;DAILY LOGISTICS GROUP B.V.;NIEUWE TONGE;Netherlands
DLH;HONGKONG DALIANG MARINE LIMITED;HONGKONG;China
DLK;STOLT TANK CONTAINERS LEASING LTD;HAMILTON;Bermuda
DLM;DLM DIENSTLEISTUNGEN & MANAGEMENT GMBH;BREMEN;Germany
DLR;DELO LTD.;Novorossiisk;Russian Federation
DLS;DELTA SERVICE LOCATION;CORBAS;France
DLT;DALREFTRANS LTD;VLADIVOSTOK;Russian Federation
DLV;DELVER AGENTS LLC;Seattle, WA 98119;United States
DMA;D-MARE LTD;London;United Kingdom
DMB;DAMEN CIVIL & MODULAR CONSTRUCTIONS B.V.;GORINCHEM;Netherlands
DMC;UAB DM CONTAINERS;Vilnius;Lithuania
DME;DME AEROSOL LLC;Pervomaysky workers settlement;Russian Federation
DMI;DESKTOP METAL;Burlington;United States
DML;DOLPHIN MOVERS LIMITED;Enfield;United Kingdom
DMZ;LLC TEHINVESTPOSTACH;KYIV;Ukraine
DNA;SEACO SRL;BRIDGETOWN;Barbados
DNC;DANCONTAINER A/S;Nordhavn;Denmark
DNE;DOERSAM + NICKEL TRANSPORT GMBH;MAINZ;Germany
DNL;DRY ICE NATIONWIDE LIMITED;Ashford;United Kingdom
DNR;LLC SPECTRANSGARANT;MOSCOW;Russian Federation
DNS;JSC NAC KAZATOMPROM;ASTANA;Kazakhstan
DNV;CARGOSTORE WORLDWIDE TRADING LIMITED;LONDON SW19 7QD;United Kingdom
DOC;USDOC NOAA / PMEL;SEATTLE;United States
DOD;MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND;SCOTT AFB,IL 62225-5006;United States
DOL;DOLPHIN LINE SHIPPING LLC;DUBAI;United Arab Emirates
DON;COMMISSIONARIA S.R.L.;RAVENNA RA;Italy
DOV;DONMEZ VARIL AS;IZMIR;Turkey
DPC;DUPONT;WILMINGTON, NC 19805;United States
DPI;EDF;MONTEVRAIN;France
DPK;UNITED NATIONS LOGISTICS BASE;BRINDISI;Italy
DPR;LLC KVADRAT;Tchaikovsky - Perm Territory;Russian Federation
DPS;DART PORTABLE STORAGE, INC;EAGAN, MN 55121;United States
DRA;DRACONTAINERS CORP;MARBELLA,;Panama
DRS;FILTERCARE BV;OSS;Netherlands
DRY;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
DRZ;COVORO MINING SOLUTIONS;Memphis;United States
DSC;COAST CONTAINERS LTD;New Westminster, B.C.,  V3L 5M4;Canada
DSI;PT. DEXIN STEEL INDONESIA;JAKARTA;Indonesia
DSL;DANUBE SHIPPING SERVICE LIMITED;Hong Kong, Wan Chai;Hong Kong, China
DSN;CEA;St Paul Lez Durance;France
DSR;DISA RED DE SERVICIOS PETROLIFEROS, S.A.;Santa Cruz de Tenerife;Spain
DSS;PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL IND;SOUTH JAKARTA;Indonesia
DST;DMS S.R.O.;DUKOVANY;Czech Republic
DSV;DSV HAVA VE DENIZ TASIMACILIK A.S.;ISTANBUL;Turkey
DSZ;BSL CONTAINERS LIMITED;KOWLOON;Hong Kong, China
DTA;HUBEI DONG RUNZE SPECIAL VEHICLE EQUIPMENT CO., LTD.;WUHAN;China
DTC;DECCAN TRANSCON LEASING PVT LTD;Hyderabad;India
DTG;NIPPON GASES OFFSHORE LIMITED;ABERDEEN;United Kingdom
DTL;DANTECO INDUSTRIES BV;BERGSCHENHOEK;Netherlands
DTO;TERMCOTANK SA;GENEVE;Switzerland
DTP;VENTURA TRADING LTD;HAMILTON, HM;Bermuda
DTR;DLTK LTD;Moscow;Russian Federation
DTX;HARDING CONTAINERS INTERNATIONAL INC.;LONG BEACH, CA 90810;United States
DUC;DUTCH ANTILLEAN CONTAINER LEASING LTD;LIMASSOL;Cyprus
DUT;DUTCHTAINER;Barendrecht;Netherlands
DUV;DUVEL MOORTGAT NV;Puurs;Belgium
DVK;SELENA LTD;St.Petersburg;Russian Federation
DVR;CMA-CGM;MARSEILLE CEDEX 02;France
DWA;EVONIK DEGUSSA ANTWERPEN N.V;ANTWERPEN  4;Belgium
DWB;WARSTEINER BRAUEREI;WARSTEIN;Germany
DWF;DONGWOO FINE CHEM CO, LTD;JEONBUK;Korea, Republic of
DXB;DUBOX INTERNATIONAL CONTAINER TRADING LLC;Dubai;United Arab Emirates
DXI;PT. DEXIN STEEL INDONESIA;JAKARTA;Indonesia
DXT;DIOXITEK SA;BUENOS AIRES;Argentina
DYC;DYCKERHOFF GMBH;Wiesbaden;Germany
DYL;DONGYOUNG SHIPPING CO.,LTD;Jung-gu, Seoul;Korea, Republic of
DZL;TORINO GRAZYNA NYCZ;BOLESLAWIEC;Poland
EAC;EAG INTERNATIONAL CONTAINER LIMITED;HONG KONG;Hong Kong, China
EAF;AGI;BH15 3SS, POOLE;United Kingdom
EAG;ERNST AUTOTRANSPORT AG;ZURICH;Switzerland
EAI;CSRU LOCACOES DE EQUIPAMENTOS, VEICULOS E TRANSPORTE S.A;MONTEVIDEO;Uruguay
EAL;EUROASIA TOTAL LOGISTICS (M) SDN. BHD.;Penang;Malaysia
EAM;ASSOCIATED ASPHALT TAMPA, LLC;TAMPA, FL 33619;United States
EAS;WATERFRONT CONTAINER LEASING CO INC.;SAN FRANCISCO, CA 94109;United States
EAW;EASYWAY INTERNATIONAL LLC;GRETNA;United States
EAX;EAS INTERNATIONAL SHIPPING CO LTD.;TIANJIN;China
EBC;TWS TANKCONTAINER-LEASING GMBH & CO KG;Vellahn OT Camin;Germany
EBL;EVERBRIDGE SHIPPING LLC;DUBAI;United Arab Emirates
ECA;ENERCON GMBH;AURICH;Germany
ECB;EUROPEAN CONTAINERS  NV;ZEEBRUGGE;Belgium
ECC;ALOREM;Beynost;France
ECE;HQEC;STRASBOURG CEDEX 1;France
ECI;ECEM BV;AMSTERDAM;Netherlands
ECM;CMA-CGM;MARSEILLE CEDEX 02;France
ECN;ECONSHIP MARINE PTE LTD;Singapore;Singapore
ECO;ECO.GE.M.M.A;ASSEMINI (CA);Italy
ECP;ECLIPS PTY LTD;Fyshwick;Australia
ECS;BALTICON S.A.;GDYNIA;Poland
ECU;ECOPRO-M LLC;Moscow;Russian Federation
EDC;DAHER NUCLEAR TECHNOLOGIES SAS;Marignane Cedex;France
EDD;TEHNOTRANS LTD;MOSCOW;Russian Federation
EDP;EUROPEAN DATA PROJECT S.R.O;ROUSINOV;Czech Republic
EDR;EDER ZOLTAN E.V.;ZALAEGERSZEG;Hungary
EDZ;E-COMMODITIES HOLDINGS LIMITED;Beiijng;China
EEC;FUJIAN ELEGANT CREATION ELECTRONIC CHEMICAL CORP;Sanming;China
EES;EBUSCO ENERGY B.V.;Deurne;Netherlands
EET;ENERGO-TRANS;Moscow;Russian Federation
EFC;FINSTERWALDER CONTAINER GMBH;KAUFBEUREN;Germany
EFE;EVER FORTUNE ENTERPRISE (H.K.) CO., LTD;Hong Kong;Hong Kong, China
EFG;ELECTRONIC FUOROCARBONS, LLC;HATFIELD, PA-19440;United States
EGA;ELGAS;Matraville;Australia
EGF;GUIBERT FRERES SARL;SAINT-PIERRE;France
EGG;EGGERS SPEDITION GMBH;Hildesheim;Germany
EGH;EVERGREEN MARINE (HONG KONG) LTD;Wan Chai;Hong Kong, China
EGL;HONGKONG EAGLE MACHINERY & TECHNOLOGY CO., LIMITED;HONGKONG;Hong Kong, China
EGO;TAKTATRANS KFT;Taktaharkány;Hungary
EGS;EVERGREEN MARINE (SINGAPORE) PTE LTD;Singapore;Singapore
EGT;EVER-LOGISTICS INT FORWARDING LTD;KL;Hong Kong, China
EHP;EURO-HEL  SP. Z.O.O. (LTD);Czarnylas;Poland
EHS;EHS TANK.CO.LIMITED;CENTRAL;Hong Kong, China
EIA;ISOTANK MANAGEMENT PTE.LTD.;Singapore;Singapore
EIM;EIMSKIP ISLAND EHF;REYKJAVIK;Iceland
EIR;ALLIANCEUROPE;BOLBEC;France
EIS;EVERGREEN  INTERNATIONAL S.A.;PANAMA CITY;Panama
EIT;GAINING ENTERPRISE S.A.;PANAMA CITY;Panama
EKB;CONTMASTER;Ekaterinburg;Russian Federation
EKC;VAN DEN BOSCH TRANSPORTE GMBH;GUNSKIRCHEN;Austria
EKL;KAWASAKI KISEN KAISHA LTD - K LINE;TOKYO;Japan
EKO;FORTUM WASTE SOLUTIONS OY;Fortum;Finland
EKT;E KAY TECHNOLOGY CO LTD;TAOYUAN CITY;Taiwan, China
ELA;ELA CONTAINER GMBH;HAREN (EMS);Germany
ELC;ELA CONTAINER OFFSHORE GMBH;HAREN (Ems);Germany
ELE;THALES TRANSPORTATION SYSTEMS GMBH;DITZINGEN;Germany
ELF;ELFCON CONTAINER SERVICE AB;GOTHENBURG;Sweden
ELK;EURO NORDIC LOGISTICS B.V;RIDDERKERK;Netherlands
ELN;ELAN GROUP PTE LTD;Singapore;Singapore
ELO;PH EUROPE LTD;Huddersfield;United Kingdom
ELP;ELEPHANT PLASTERBOARD NZ;Waitakere, Auckland;New Zealand
ELS;ELECTROSEP TECHONOLOGIES INC.;Saint-Lambert;Canada
ELT;EL-TRANS S.A.;RADZYMIN;Poland
EMA;SEACO SRL;BRIDGETOWN;Barbados
EMB;NORAY CONTAINERS LOGISTICS, S.L.;Santa Perpètua de Mogoda;Spain
EMC;EVERGREEN MARINE CORP (TAIWAN) LTD;TAOYUAN COUNTY;Taiwan, China
EMD;EQUIPMENT MANAGEMENT SERVICES LLC;HOUSTON, TX 77049;United States
EMG;EMIRATES GAS LLC;JEBEL ALI, DUBAI;United Arab Emirates
EMJ;MJ CONLOG GMBH;Adendorf;Germany
EMK;EMKAY LINES (PVT) LTD;PORT LOUIS;Mauritius
EML;LUGMAIR HANDELS U. TRANSPORT GMBH;ROITHAM;Austria
EMR;EQUIPMENT MANAGEMENT SERVICES LLC;HOUSTON, TX 77049;United States
EMS;EQUIPMENT MANAGEMENT SERVICES LLC;HOUSTON, TX 77049;United States
EMT;EUROTRANSAC S.L.;VALENCIA;Spain
ENA;MAERSK A/S;Copenhagen;Denmark
END;ENDEL GDF SUEZ;KOUROU;French Guiana
ENL;EURO NORDIC LOGISTICS B.V;RIDDERKERK;Netherlands
ENM;GSLINES - TRANSPORTES MARITIMOS;FUNCHAL;Portugal
ENR;TRANSCOM LLP;ALMATY;Kazakhstan
ENS;ENTRUST SHIPPING L.L.C;DUBAI;United Arab Emirates
ENT;ENTRANS AS;STABEKK;Norway
EOH;ESPINA OBRAS HIDRAULICAS S.A;SANTIAGO DE COMPOSTELA;Spain
EOL;EXIM CONTAINER SERVICES PTE. LTD.;Singapore;Singapore
EOS;SHELL CATALYSTS & TECHNOLOGIES PTE LTD;Singapore;Singapore
EOT;EUROPE ONLINE TRADE PLC.;SOFIA;Bulgaria
EPC;EPC UK;GREAT OAKLEY;United Kingdom
EPI;EPIC-CONCEPTS LLC;Charleston;United States
EPL;EPL INTERNATIONAL PTY LTD;MATRAVILLE, NSW 2036;Australia
EPP;SCANDIC CONTAINER OY;ESPOO;Finland
EPU;EPU GLOBAL LOGISTICS CO., LIMITED;SHANGHAI;China
EQP;INTERNATIONAL EQUIPMENT MANAGEMENT USA,LLC;TORRANCE,CA 90501;United States
EQR;TRITON CONTAINER INTERNATIONAL LTD;HAMILTON HM 10,;Bermuda
EQS;EQUIPSHIFT LTD;Laurencekirk;United Kingdom
ERC;HICRI ERCILI;Bandırma / Balıkesir;Turkey
ERF;EUROTAINER SA;Levallois-Perret;France
ERI;ERONTRANS SP. Z.O.O;PRUSZCZ GDANSKI;Poland
ERL;E3R LOGISTICS P LTD;Chennai;India
ERM;ERMONT SAS;LORETTE;France
ERN;WIHELM ERNST GMBH;HAMBURG;Germany
ERT;"LLC ""ERANT""";Kyiv;Ukraine
ESC;EXPRESSWAY CONTAINER LINE LLP;KOLKATA;India
ESD;EMIRATES SHIPPING (HONG KONG) LTD;WONG CHUK HANG;Hong Kong, China
ESE;ESSECO SRL;S.MARTINO TRECATE  NO;Italy
ESH;ESHIPPING GLOBAL SUPPLY CHAIN MANAGEMENT (SHENZHEN) CO.,LTD.;SHEN ZHEN;China
ESL;ETHIOPIAN SHIPPING & LOGISTICS SERVICES ENTERPRISE;ADDIS ABABA;Ethiopia
ESP;EMIRATES SHIPPING (HONG KONG) LTD;WONG CHUK HANG;Hong Kong, China
ESS;KAWASAKI KISEN KAISHA LTD - K LINE;TOKYO;Japan
EST;EASTCOMTRANS LIMITED LIABILITY PARTNERS;Almaty;Kazakhstan
ETB;ETI BAKIR A.S.;KASTAMONU;Turkey
ETE;ETEICOMPS S.L.;CARCAIXENT;Spain
ETM;TEMIS MAREK SKAJEWSKI;Chojnice;Poland
ETN;EUROTAINER SA;Levallois-Perret;France
ETO;LIMITED LIABILITY COMPANY «ETO TERMINAL»;BARNAUL;Russian Federation
ETR;CJSC ELF FILLING;Elektrougli;Russian Federation
ETS;"JSC ""EUROSIB SPB-TS""";Saint-Petersburg;Russian Federation
ETT;ELBTAINER GMBH;Barsbüttel;Germany
EUC;EUCON SHIPPING AND TRANSPORT LTD;ROTTERDAM;Netherlands
EUF;RAIL SERVICE SRL;ROUIGO;Italy
EUG;CAVALIER CONTAINERS PTY LTD;BRISBANE QUEENSLAND;Australia
EUL;EUROAFRICA SHIPPING LINES CYPRUS LIMITED;LIMASSOL;Cyprus
EUR;EUROTAINER SA;Levallois-Perret;France
EUT;SFC FINANCE CORPORATION LIMITED;Limassol;Cyprus
EUV;DEN HARTOGH LIQUID LOGISTICS BV;ROTTERDAM;Netherlands
EUX;EUROTAINER SA;Levallois-Perret;France
EVA;EUROTAINER SA;Levallois-Perret;France
EVC;EVEON CONTAINERS BV;Rotterdam;Netherlands
EVE;EVEON CONTAINERS BV;Rotterdam;Netherlands
EVK;EVONIK CORPORATION;Parsippany, NJ 07054;United States
EVO;EVOLUTION GERADORES LTDA;Itajai-Santa Catarina (SC);Brazil
EVR;AS EESTI RAUDTEE (ENG. ESTONIAN RAILWAYS LTD);TALLINN;Estonia
EWA;MOVE INTERMODAL NV;GENK;Belgium
EWC;EAST WEST CONTINENTAL CONTAINER LINE;VLADIMIR MKR VUREVETS;Russian Federation
EWL;EW INTERNATIONAL LOGISTICS COMPANY LTD;Hong Kong;Hong Kong, China
EXF;EXSIF WORLDWIDE;PURCHASE, NY 10577;United States
EXO;EXODUS CHEMTANK PVT LIMITED;MUMBAI;India
EXP;RAIL CARGO LOGISTICS-AUSTRIA GMBH;VIENNA;Austria
EXX;EXSIF WORLDWIDE;PURCHASE, NY 10577;United States
EYT;HARBIN EYT TECH&TRADE SHARE CO., LTD;Harbin;China
EZC;EASY CONTAINER AG;Rotkreuz;Switzerland
FAA;MAERSK A/S;Copenhagen;Denmark
FAC;TWS TANKCONTAINER-LEASING GMBH & CO KG;Vellahn OT Camin;Germany
FAD;FASDEER OY;Kotka;Finland
FAF;CACI;RAMBOUILLET CEDEX;France
FAK;FRIEDRICH A. KRUSE JUN / INTERNATIONALE SPEDITION;BRUNSBUTTEL;Germany
FAM;LATAM BOX COLOMBIA SAS;BOGOTA;Colombia
FAN;HAPAG LLOYD A.G;HAMBURG;Germany
FAR;INDIVIDUAL ENTREPRENEUR YEGOROV EVGENY;Magadan, Magadanskaya oblast;Russian Federation
FAT;FERRARI ALDO TRASPORTI SRL;FIORENZUOLA D'ARDA (PC);Italy
FAV;JSC INFOTECH-BALTIKA-M;MOSCOW;Russian Federation
FBI;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FBL;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FBR;FRIGORIFICOS BRIGIDO LDA;VALVERDE;Portugal
FBT;INTERGERMANIA TRANSPORT GMBH;JESTEBURG;Germany
FBX;LATAM BOX COLOMBIA SAS;BOGOTA;Colombia
FCB;LATAM BOX COLOMBIA SAS;BOGOTA;Colombia
FCC;FAR EASTERN SHIPPING PLC;VLADIVOSTOK;Russian Federation
FCG;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FCI;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FCK;MULTIBLAST CONTAINERS INC;La Sarre;Canada
FCL;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FCN;F.LLI CANIL SPA;BESSICA (TV);Italy
FCR;FINNLINES PLC;HELSINKI;Finland
FCX;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FDA;FORMOSA DAIKIN ADVANCED CHEMICALS;TAIPEI;Taiwan, China
FDC;SHANGHAI FNS LOGISTICS CO LTD;Shanghai;China
FDD;SEATRADE CHARTERING N.V.;BREDA;Netherlands
FDK;FLSMIDTH A/S;VALBY COPENHAGEN;Denmark
FDP;DEL MONTE FRESH PRODUCE COMPANY;CORAL GABLES, FL 33134;United States
FDR;FEEDER LOGISTICS DMCC;Dubai;United Arab Emirates
FDX;FEDEX FREIGHT INC;HARRISON, AR 72601;United States
FEA;FEAG St. INGBERT GMBH;St. Ingbert;Germany
FEC;FLEX BOX SA DE CV;Monterrey;Mexico
FEG;FAR EAST LOGISTIC LLC;Vladivostok;Russian Federation
FEL;FAR EAST LANDBRIDGE LTD;LIMASSOL;Cyprus
FEM;FEDERAL EMERGENCY MANAGEMENT AGENCY;Washington;United States
FEN;FENIX INVESTMENT SIA;Riga;Latvia
FER;FERRARI EUGENIO SRL;CASTEL SAN GIOVANNI;Italy
FES;FAR EASTERN SHIPPING PLC;VLADIVOSTOK;Russian Federation
FET;PEROXYCHEM SPAIN S.L;LA ZAIDA;Spain
FFA;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FFC;"LLC "" SPECIAL CONTAINER LINES""";Moscow;Russian Federation
FFL;SAURASHTRA FREIGHT PRIVATE LIMITED;Mumbai;India
FFM;FUJIFILM ELECTRONIC MATERIALS USA, INC.;MESA, AZ 85212;United States
FFT;FLAX FIELD TRADING B.V. (TANKCONTAINER ENGINEERING & SALES);Europoort;Netherlands
FFU;FF LOCATION;LA MADELEINE;France
FGK;FEDERAL FREIGHT COMPANY, JSC;Yekaterinburg;Russian Federation
FGN;FLINT GROUP NETHERLANDS B.V.;´s-Gravenzande;Netherlands
FGR;OEG OFFSHORE GROUP LIMITED;Singapore;Singapore
FGT;F&G TRADING LIMITED;LONDON;United Kingdom
FGW;CATERPILLAR (NI) LTD;LARNE;United Kingdom
FHF;FHF FLURFOERDERGERAETE GMBH;BREMEN;Germany
FIA;FRIO INDUSTRIAS ARGENTINAS SA;Villa Mercedes, San Luis;Argentina
FIB;FLEXITANK INC.;PUERTO RICO, PR 00968;United States
FIC;HANS FISCHER LOGISTIK AG;UNTERVAZ;Switzerland
FII;PT FREEPORT INDONESIA;PAPUA;Indonesia
FIO;PIETRO FIORENTINI SPA;ARCUGNANO (VI);Italy
FIX;FINNCONTAINERS OY LTD;Helsinki;Finland
FJA;ALCOA FJARDAAL SF;Reydarfjordur;Iceland
FJK;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FJW;FUSHUN JUNWEI LOGISTICS CO., LTD.;Fushun;China
FKK;DALKOMHOLOD JSC;Vladivostok;Russian Federation
FLB;FLOSIT;CASABLANCA;Morocco
FLC;FINNLINES PLC;HELSINKI;Finland
FLD;FELD ENTERTAINMENT,INC;Palmetto, FL 34221,;United States
FLF;FINNLINES PLC;HELSINKI;Finland
FLN;FALCON LEASE PTE LTD;Singapore;Singapore
FLO;FLOWBOX S.A;BUENOS AIRES;Argentina
FLR;FINNLINES PLC;HELSINKI;Finland
FLT;EIMSKIP ISLAND EHF;REYKJAVIK;Iceland
FLU;FLUORCHEMIE STULLN GMBH;STULLN;Germany
FMB;P & O FERRYMASTERS LTD;ZEEBRUGGE;Belgium
FMC;FARMAD COMPANY LIMITED;CHABAHAR;Iran, Islamic Republic of
FMI;FONG-MING GASES INDUSTRIAL CO., LTD;Taipei;Taiwan, China
FML;FLEET SHIP MANAGEMENT PTE LTD;SINGAPORE;Singapore
FMM;MOERDIJK TANKCONTAINER TRADING BV;Moerdijk;Netherlands
FMR;FYFFES INTERNATIONAL;DUNDALK, CO. LOUTH;Ireland
FMS;SWEDISH DEFENCE FMV;STOCKHOLM;Sweden
FMT;QINGDAO FOREMOST MODULAR BUILDING CO., LTD.;Qingdao;China
FNB;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FNG;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FNT;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FOC;UNISOURCING CO LIMITED;KOWLOON;Hong Kong, China
FOD;ALLIANCEUROPE;BOLBEC;France
FOG;FIVE OCEANS LOGISTICS LTD;Hong Kong;Hong Kong, China
FOH;NANTONG FOHSIN CONTAINER MANUFACTURING CO, LTD;JIANGSU;China
FOL;COMPACT CONTAINER SYSTEMS, LLC;BOCA RATON;United States
FOO;FOODSPED GMBH;Imst;Austria
FOR;TRANS DISTANCE LINE LTD;HONG KONG;Hong Kong, China
FOS;FUJIAN ORIENT SHIPPING CO,LTD;FUZHOU, FUJIAN PROVINCE;China
FOT;H&S FOODTRANS BV;BARNEVELD;Netherlands
FPE;AXENS;SALINDRES;France
FPM;FORMOSA PLASTICS MARINE CORP;TAIPEI;Taiwan, China
FPO;FREEPORT GASES LTD;GRAND BAHAMA;Bahamas
FPT;RAFFLES LEASE PTE LTD;Singapore;Singapore
FQM;MINERA PANAMA S.A.;Panama City;Panama
FRC;GCATAINER BV;MOERDIJK;Netherlands
FRI;FRICON REEFER SALES;ROTTERDAM;Netherlands
FRK;FARCASTER CO, LTD;Moscow;Russian Federation
FRL;MAERSK A/S;Copenhagen;Denmark
FRS;FUJIAN REASON SAFETY TANK CONTAINER LOGISTICS CO., LTD.;NINGDE;China
FRZ;FARES LLC;Vladivostok;Russian Federation
FSA;FAREDEAL SHIPPING AGENCIES (MUM) PVT LTD;Mumbai, Maharashtra;India
FSC;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FSL;SUZHOU YITAIDUI SUPPLY CHAIN MANAGEMENTCO. LTD;Suzhou;China
FSR;SPANISH MINISTRY OF DEFENCE-SPANISH AIRFORCE;MADRID;Spain
FSS;FUGRO SUBSEA TECHNOLOGIES PTE LTD;Singapore;Singapore
FSV;LLC NADEZHDA;Moscow;Russian Federation
FSZ;FUJIFILM ELECTRONIC MATERIALS (SUZHOU) CO.LTD;Suzhou;China
FTA;FLORENS ASSET MANAGEMENT COMPANY LIMITED;Hong Kong;Hong Kong, China
FTC;SIA FERRO TERMINAL;Liepaja;Latvia
FTG;FINTRANS GL;St Petesburg;Russian Federation
FTI;FIBA TECHNOLOGIES, INC;Littleton, MA 01460;United States
FTK;FAIRTECK HOLDING PTE LTD;Singapore;Singapore
FTL;FRONTIER LOGISTICS  LP;La Porte;United States
FTN;FORTAINER COMPANY LIMITED;Hong Kong;Hong Kong, China
FTR;FAST TRAIN OU;Tallinn;Estonia
FTT;FISCHINGER GMBH TANKSPEDITION + LOG;BOEHRINGEN;Germany
FTU;«40 FT COMPANY» LLC;MOSCOW;Russian Federation
FTX;FTX CONSULTING SERVICES, INC;Miami Beach;United States
FUD;SPEEDSPACE FACTORY BUILT ACCOMODATION PTY LTD;FONTAINEBLEAU;South Africa
FUG;FUGRO NETHERLANDS MARINE B.V.;Nootdorp;Netherlands
FUJ;FUJIFILM ELECTRONIC MATERIALS (EUROPE) N.V.;ZWIJNDRECHT;Belgium
FUK;TRADECORP INTERNATIONAL PTY LTD.;BRISBANE;Australia
FUW;YUCHAI DONGTE SPECIAL PURPOSE AUTOMOBILE CO LTD;Suizhou City;China
FUX;VELOTRANS SRL;NAPOLI;Italy
FVI;SEACO SRL;BRIDGETOWN;Barbados
FVL;MOVETAINER;AZEITAO;Portugal
FWR;GUANGDONG FUWA EQUIPMENT MANUFACTURING CO., LTD.;FOSHAN;China
FWU;EUROTAINER SA;Levallois-Perret;France
FXE;FLEX BOX SA DE CV;Monterrey;Mexico
FXL;LATAM BOX COLOMBIA SAS;BOGOTA;Colombia
FYC;PAN OCEAN CONTAINER SUPPLIES CO.,LTD.;JIAXING;China
FZJ;FORSCHUNGSZENTRUM JUELICH GMBH;JUELICH;Germany
FZP;FIZIPAN LTD;Kingston upon Hull;United Kingdom
FZQ;TEIJIN ARAMID BV;ARNHEM;Netherlands
GAA;GUJARAT ALKALIES AND CHEMICALS LIMITED;Vadodara;India
GAC;ABODI;MADRID;Spain
GAD;MARINE ANTIPOLLUTION ENTERPRISE JSCO;VARNA;Bulgaria
GAE;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
GAF;MACS MARITIME CARRIER SHIPPING GMBH & CO;HAMBURG;Germany
GAL;GALCO NV;BRUXELLES;Belgium
GAM;STOLPI GAMAR EHF;REYKJAVIK;Iceland
GAO;SEACUBE CONTAINERS LLC;WOODCLIFF LAKE, N.J. 07677;United States
GAQ;GASAL (Q.S.C);Doha;Qatar
GAR;GARTNER KG - INTERNATIONALE TRANSPORTE;LAMBACH;Austria
GAS;BULKHAUL LTD;MIDDLESBROUGH CLEVELAND;United Kingdom
GAT;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
GAV;PELLEGRINI TRASPORTI SRL;NOGAROLE ROCCA (VERONA);Italy
GAW;GATEWAY CONTAINER INTERNATIONAL LIMITED;TORTOLA,NIL;Virgin Islands, British
GAY;SA ELECTRICITY GAY;CHALONS EN CHAMPAGNE;France
GAZ;TEXTAINER EQUIPMENT MANAGEMENT LTD;HAMILTON, HM HX;Bermuda
GBK;TAM INTERNATIONAL LP;SASKATOON, SK;Canada
GBM;BOURGEY MONTREUIL S.A;MERY;France
GBS;MOMENTIVE PERFORMANCE MATERIALS GMBH;LEVERKUSEN;Germany
GBT;GUIDO BERNARDINI SRL;TERNI TR;Italy
GCA;GCA VRAC TCPL;MONTELIMAR CEDEX;France
GCB;TRANSPORT GHEYS NV;MOL;Belgium
GCC;GREEN CONTAINERS AB;Læsø;Denmark
GCE;SEACO SRL;BRIDGETOWN;Barbados
GCG;SICO - SOCIETA ITALIANA CARBURO OSSIGENO;MILANO  MI;Italy
GCI;GLOBAL CONTAINER AND CHASSIS;Wilmington;United States
GCL;L. G. COM. E ENVASE DE GASES DO AR LTDA;Ourinhos;Brazil
GCM;SHAANXI GREATROAD INDUSTRIAL CO LTD;SHAANXI;China
GCN;GRIMALDI GROUP SPA;NAPOLI NA;Italy
GCR;GARDNER CRYOGENICS;BETHLEHEM, PA 18017;United States
GCS;PEACOCK CONTAINER PTE. LTD.;SINGAPORE;Singapore
GCU;NOBLE CONTAINER LEASING SINGAPORE PTE LTD;Singapore;Singapore
GCX;GLOBAL CONTAINER INTERNATIONAL LLC;Boston;United States
GDN;GAZPROM DOBYCHA NOYABRSK;Noyabrsk;Russian Federation
GDS;GOLDEN SHIP LLC;Ho Chi Minh;Vietnam
GEC;GREAT EXTEND CO,LTD;TAIPEI;Taiwan, China
GEL;HOYER GMBH;HAMBURG;Germany
GEN;GCATAINER BV;MOERDIJK;Netherlands
GEQ;GREENWELL EQUIPMENT;ABERDEEN;United Kingdom
GER;GEORGIAN RAILWAY LLC;TBILISI;Georgia
GES;SEACO SRL;BRIDGETOWN;Barbados
GET;TARROS SPA;LA SPEZIA  SP;Italy
